,acc_test,pre_test,rec_test,f1_test,cross_entropy_loss
0,0.09375,0.1098208746898263,0.09375,0.07458133971291867,2.2992625
1,0.09375,0.0581896551724138,0.09375,0.0608974358974359,2.2925153
2,0.140625,0.13802083333333331,0.140625,0.09965277777777778,2.2883968
3,0.21875,0.1824883689107827,0.21875,0.1631166015357192,2.2989008
4,0.21875,0.2890625,0.21875,0.16306479978354976,2.2764316
5,0.1875,0.14982638888888888,0.1875,0.1337594696969697,2.2899253
6,0.140625,0.22579022988505748,0.140625,0.12501616031027796,2.2475252
7,0.234375,0.18294956140350876,0.234375,0.17190860215053763,2.2717485
8,0.15625,0.15575892857142856,0.15625,0.13090728715728714,2.273275
9,0.21875,0.10426682692307693,0.21875,0.13513257575757576,2.2541401
10,0.125,0.0360056925996205,0.125,0.051927759740259746,2.2600489
11,0.21875,0.151048197492163,0.21875,0.13973730517848165,2.2329664
12,0.203125,0.2672275641025641,0.203125,0.16185713532724919,2.1933517
13,0.140625,0.15044330669330666,0.140625,0.10997162022703819,2.213636
14,0.265625,0.2048989661654135,0.265625,0.17658324465389683,2.2382631
15,0.296875,0.19991353754940713,0.296875,0.20367993551587302,2.1871603
16,0.265625,0.3749289772727273,0.265625,0.2513332255979315,2.2448182
17,0.234375,0.21620457393483708,0.234375,0.2017113095238095,2.2088428
18,0.28125,0.39317268075491757,0.28125,0.2574141136641137,2.225193
19,0.265625,0.2823375546237389,0.265625,0.22463877688172046,2.254818
20,0.234375,0.19505208333333332,0.234375,0.19930460164835165,2.198165
21,0.25,0.14910714285714285,0.25,0.1614921536796537,2.2138653
22,0.296875,0.2614358374468668,0.296875,0.2430098684210526,2.203346
23,0.203125,0.1391645473979065,0.203125,0.15397727272727274,2.1616871
24,0.390625,0.3439002403846154,0.390625,0.35194444444444445,2.1128836
25,0.28125,0.17611997377622376,0.28125,0.2028600634831285,2.2036843
26,0.390625,0.2865374515190692,0.390625,0.3279314978499761,2.198007
27,0.296875,0.30687671703296704,0.296875,0.2525360024392532,2.173512
28,0.359375,0.31643668831168836,0.359375,0.31221964712918665,2.2203124
29,0.375,0.4291193181818182,0.375,0.33039434523809524,2.1857512
30,0.40625,0.31275703463203464,0.40625,0.3380416917641182,2.1222172
31,0.28125,0.23000003978864272,0.28125,0.23920460022433704,2.1950395
32,0.375,0.28074586004273505,0.375,0.31259345095693786,2.1242461
