,acc_test,pre_test,rec_test,f1_test,cross_entropy_loss
1,0.375,0.5494504193722943,0.375,0.4032384588450765,2.020303
2,0.34375,0.38255208333333335,0.34375,0.3484115222045756,2.0478847
3,0.296875,0.34002976190476186,0.296875,0.31023637820512817,1.9951478
4,0.53125,0.5729166666666666,0.53125,0.5341044372294372,2.1002092
5,0.515625,0.5280133928571429,0.515625,0.49658054390784656,2.0168004
6,0.46875,0.529594494047619,0.46875,0.47709668803418803,1.8701622
7,0.46875,0.4653707837301587,0.46875,0.45130903104248693,2.0731268
8,0.625,0.6551153273809524,0.625,0.6219787157287157,1.955665
9,0.53125,0.584486607142857,0.53125,0.5434448364135864,1.8386142
10,0.4375,0.41894841269841265,0.4375,0.4257164404223227,1.9564755
11,0.5625,0.6449652777777778,0.5625,0.5774512904858299,1.8890935
12,0.5,0.5202335858585858,0.5,0.49078525641025644,1.9929597
13,0.5625,0.6738715277777777,0.5625,0.6013010467344831,1.9032416
14,0.59375,0.6613467261904762,0.59375,0.5949757707570208,1.9668714
15,0.6875,0.7687375992063492,0.6875,0.7012759655492632,1.8428088
16,0.578125,0.6520647321428571,0.578125,0.5926150507129608,1.9555978
17,0.625,0.6806175595238094,0.625,0.6333074095022625,1.8755538
18,0.625,0.6769469246031744,0.625,0.6339834159916881,1.8099608
19,0.46875,0.5364121121933622,0.46875,0.46264811577311576,1.7926531
20,0.53125,0.6255580357142857,0.53125,0.5459521789485025,1.9510386
21,0.609375,0.6322916666666667,0.609375,0.6048964056776557,1.8572526
22,0.546875,0.5984002976190477,0.546875,0.5682390526140526,1.9650285
23,0.515625,0.6552489177489177,0.515625,0.5282463972431077,1.9199591
24,0.5,0.5652529761904762,0.5,0.513173193765299,1.7547357
25,0.5,0.5101376488095238,0.5,0.4935608917226564,1.8398781
26,0.640625,0.6206287202380952,0.640625,0.6259105477855478,1.7414219
27,0.4375,0.4909970238095238,0.4375,0.45002575549450546,1.7984593
28,0.59375,0.6544642857142857,0.59375,0.6041736653869006,1.8080848
29,0.65625,0.660701884920635,0.65625,0.6447575748526835,1.7943171
30,0.515625,0.5088744588744588,0.515625,0.5082703754578755,1.8828235
31,0.515625,0.5670572916666666,0.515625,0.5040650687032266,1.8955476
32,0.609375,0.6605654761904762,0.609375,0.6116757017492311,1.8889325
33,0.515625,0.5344494047619047,0.515625,0.509402994880936,1.8250338
34,0.640625,0.6594122023809523,0.640625,0.6430046024666767,1.8479867
35,0.5625,0.5850570436507936,0.5625,0.5582837301587301,1.865266
36,0.578125,0.6671875,0.578125,0.582273629148629,1.8512151
37,0.609375,0.624813988095238,0.609375,0.6075208492487905,1.8755326
38,0.625,0.7001798115079365,0.625,0.6453970575777851,1.7295128
39,0.4375,0.5037760416666667,0.4375,0.44244599972396026,1.7944899
40,0.515625,0.5542906746031746,0.515625,0.5107300022281639,1.8497183
41,0.59375,0.6430307539682539,0.59375,0.5923080289808231,1.8521421
42,0.59375,0.6708705357142857,0.59375,0.5727883227883228,1.9127852
43,0.578125,0.5925099206349207,0.578125,0.5776124916749916,1.818584
44,0.578125,0.5809895833333334,0.578125,0.5697618353868353,1.7633812
45,0.6875,0.7310267857142858,0.6875,0.6849389325951826,1.8078878
46,0.578125,0.6174293154761904,0.578125,0.5700166867446279,1.915367
47,0.640625,0.6736979166666667,0.640625,0.6443858225108224,1.8857273
48,0.640625,0.6789186507936509,0.640625,0.6460764495920746,1.8552871
49,0.578125,0.6260168650793652,0.578125,0.5821190528221778,1.7863255
50,0.546875,0.5515625,0.546875,0.5363614069109426,1.8435055
51,0.5625,0.5938244047619048,0.5625,0.5698114385614386,1.8805627
52,0.59375,0.6026503878066378,0.59375,0.5785372817541936,1.8213019
53,0.515625,0.5815228174603175,0.515625,0.5379345129200005,1.8399075
54,0.53125,0.577898923992674,0.53125,0.5266376418720169,1.6890075
55,0.578125,0.6501116071428571,0.578125,0.5852408008658009,1.8591017
56,0.546875,0.5463169642857142,0.546875,0.5360868298368298,1.7520885
57,0.640625,0.6452194940476191,0.640625,0.6330981952075703,1.793195
58,0.53125,0.5804501488095238,0.53125,0.5404305151547798,1.6853234
59,0.59375,0.6332138347763347,0.59375,0.5973358443027561,1.7747667
60,0.609375,0.6237537202380953,0.609375,0.5961884112619407,1.8076563
61,0.65625,0.671875,0.65625,0.6554749070374071,1.7302036
62,0.65625,0.6972842261904763,0.65625,0.6614076410721632,1.8024194
63,0.65625,0.7139508928571429,0.65625,0.6652405778364859,1.8259261
64,0.625,0.6460069444444445,0.625,0.6205311232884763,1.7521791
65,0.71875,0.7605902777777778,0.71875,0.7157530658679555,1.8154192
66,0.6875,0.7516741071428571,0.6875,0.7036931818181819,1.7385058
67,0.640625,0.6651909722222221,0.640625,0.6433684575228693,1.8572013
68,0.609375,0.628608630952381,0.609375,0.6102918680584122,1.793607
69,0.640625,0.688091856060606,0.640625,0.6358866827616828,1.8712966
70,0.546875,0.5869295634920635,0.546875,0.5554880563515432,1.8826826
71,0.515625,0.5332527281746031,0.515625,0.5123790705821956,1.7709334
72,0.578125,0.5950436282467533,0.578125,0.5801960536238786,1.8629899
73,0.65625,0.6682291666666667,0.65625,0.6531334847535506,1.6911639
74,0.671875,0.6886532738095238,0.671875,0.6672280844155843,1.811958
75,0.640625,0.646298363095238,0.640625,0.6308633207070706,1.7535539
76,0.609375,0.6201264880952382,0.609375,0.6078452797202798,1.7475469
77,0.546875,0.6137834821428572,0.546875,0.5620732074727818,1.7124391
78,0.625,0.6986235119047619,0.625,0.6367330586080585,1.8893788
79,0.546875,0.5813182043650793,0.546875,0.5547412984332489,1.7431631
