,acc_test,pre_test,rec_test,f1_test,cross_entropy_loss
0,0.375,0.2992683531746032,0.375,0.3265290098833055,2.1913455
1,0.359375,0.34726055194805194,0.359375,0.33494768099547506,2.1087255
2,0.4375,0.39806547619047616,0.4375,0.4046744008915062,2.0498037
3,0.421875,0.43464781746031744,0.421875,0.4182018680869784,1.8659182
4,0.5,0.4763454861111111,0.5,0.47945886350491607,2.017981
5,0.59375,0.5304315476190475,0.59375,0.554101688752424,1.8658369
6,0.5625,0.5220734126984127,0.5625,0.5275134332579186,1.8711106
7,0.640625,0.5961309523809524,0.640625,0.6113467210893682,1.7350829
8,0.671875,0.6973214285714285,0.671875,0.6616300366300366,1.7926328
9,0.75,0.7102306547619047,0.75,0.720962248535778,1.7873306
10,0.578125,0.5613529265873015,0.578125,0.5592384535399241,1.786103
11,0.65625,0.7533482142857143,0.65625,0.6705442994505494,1.7839286
12,0.59375,0.6186941964285714,0.59375,0.5973703379953379,1.7082801
13,0.65625,0.7971354166666668,0.65625,0.6953372148684649,1.8012697
14,0.71875,0.7413504464285714,0.71875,0.7189442297898181,1.711791
15,0.71875,0.8149925595238096,0.71875,0.7437555141869001,1.753768
16,0.6875,0.7177444083694083,0.6875,0.6925619747576984,1.7223719
17,0.65625,0.6781994047619048,0.65625,0.6576770961881256,1.6562902
18,0.6875,0.7675843253968254,0.6875,0.711471688034188,1.601927
19,0.5625,0.5963541666666666,0.5625,0.5586142105443577,1.613267
20,0.703125,0.7498387896825396,0.703125,0.7090418619370826,1.6327479
21,0.671875,0.6758246527777778,0.671875,0.6653809961484594,1.5508245
22,0.765625,0.7997767857142857,0.765625,0.7742413836163836,1.6126704
23,0.65625,0.6940848214285714,0.65625,0.6595380118140373,1.5961281
24,0.703125,0.7270213293650793,0.703125,0.7042545995670996,1.6487267
25,0.75,0.8114397321428571,0.75,0.7663208115413997,1.6016302
26,0.6875,0.7451388888888888,0.6875,0.7004140619066607,1.640289
27,0.703125,0.7471478174603174,0.703125,0.7079514465314098,1.5675716
28,0.734375,0.7631696428571428,0.734375,0.7364304098679099,1.6434592
29,0.78125,0.8201822916666667,0.78125,0.7893762997623291,1.6070458
30,0.71875,0.7750496031746033,0.71875,0.7224268353174604,1.6129175
31,0.625,0.6518787202380952,0.625,0.6220800033300032,1.6065471
32,0.65625,0.6732700892857143,0.65625,0.6482993979704506,1.5892923
33,0.703125,0.7083147321428571,0.703125,0.7001068376068376,1.5452392
34,0.765625,0.8141555059523811,0.765625,0.769084889890811,1.6404049
35,0.65625,0.6861979166666666,0.65625,0.6571643430099312,1.5547025
36,0.6875,0.7271205357142857,0.6875,0.6930467357397504,1.5855441
37,0.640625,0.6648003472222223,0.640625,0.642764463241437,1.5104616
38,0.59375,0.6450520833333333,0.59375,0.6032538733196628,1.5803974
39,0.59375,0.6399925595238095,0.59375,0.6026085756348913,1.551122
40,0.765625,0.8122767857142856,0.765625,0.763724339896215,1.6547985
41,0.75,0.7892857142857143,0.75,0.7573049112909794,1.5626085
42,0.8125,0.8302083333333333,0.8125,0.8106348308554191,1.4815161
43,0.6875,0.7149677579365079,0.6875,0.6913190516591252,1.5797969
44,0.703125,0.743936011904762,0.703125,0.7068396064719594,1.5371672
45,0.8125,0.8525297619047619,0.8125,0.8160274621212121,1.54581
46,0.765625,0.7794890873015873,0.765625,0.7591145833333333,1.5348088
47,0.734375,0.7700024801587302,0.734375,0.7384837690903866,1.5309013
48,0.703125,0.7483258928571428,0.703125,0.7161329555860805,1.5997981
49,0.703125,0.7230425824175825,0.703125,0.7062169312169312,1.5443456
50,0.6875,0.7387586805555555,0.6875,0.6938462043471234,1.4876226
51,0.703125,0.7595858134920634,0.703125,0.7129010695187167,1.5971588
52,0.71875,0.733686755952381,0.71875,0.7225656288156288,1.5405477
53,0.625,0.6530877976190477,0.625,0.6225874819624819,1.5728784
54,0.6875,0.7405815972222222,0.6875,0.6948304580427742,1.5504546
55,0.734375,0.7749813988095238,0.734375,0.7441171471502354,1.5615349
56,0.703125,0.7636718749999999,0.703125,0.7044182992252844,1.4987769
57,0.8125,0.833705357142857,0.8125,0.8085393772893772,1.5094606
58,0.671875,0.7222842261904762,0.671875,0.671940263576293,1.5140145
59,0.8125,0.8357204861111112,0.8125,0.8127630131306601,1.5610834
60,0.765625,0.7781498015873016,0.765625,0.7630590147243108,1.5089989
61,0.84375,0.8478422619047619,0.84375,0.8407318376068376,1.5258291
62,0.765625,0.8163504464285714,0.765625,0.7758767503942137,1.5317676
63,0.828125,0.8465401785714285,0.828125,0.8293958247634718,1.5233705
64,0.734375,0.7491195436507937,0.734375,0.7292172288495817,1.4874151
65,0.71875,0.7699455492424242,0.71875,0.7174007604714127,1.495522
66,0.75,0.7914806547619048,0.75,0.7586524382480265,1.494869
67,0.75,0.7801153273809525,0.75,0.7546321733821734,1.5252223
68,0.84375,0.8498883928571428,0.84375,0.8407138817065287,1.5119431
69,0.84375,0.8528645833333334,0.84375,0.8442580294179076,1.4936804
70,0.65625,0.68515625,0.65625,0.6585846445221444,1.5380932
71,0.8125,0.8327008928571428,0.8125,0.8153493641774893,1.5163636
72,0.75,0.7614583333333333,0.75,0.748172514619883,1.4922535
73,0.796875,0.8183035714285714,0.796875,0.7970431214317084,1.4770377
74,0.703125,0.7755208333333333,0.703125,0.722852531240689,1.5390425
75,0.78125,0.8344432043650793,0.78125,0.7910613920071157,1.545157
76,0.78125,0.8177083333333334,0.78125,0.7815228174603174,1.5235384
77,0.703125,0.75390625,0.703125,0.704891521500945,1.4773197
78,0.71875,0.7364831349206349,0.71875,0.7171174483626108,1.524843
79,0.78125,0.8203632305194805,0.78125,0.7869660364145659,1.502871
