,acc_test,pre_test,rec_test,f1_test,cross_entropy_loss
0,0.421875,0.4750236742424242,0.421875,0.3954035547785548,1.8272676
1,0.515625,0.6528645833333333,0.515625,0.5258910054406377,1.4210465
2,0.515625,0.5286024305555556,0.515625,0.499306237895876,1.4084773
3,0.53125,0.5777304292929293,0.53125,0.5310713489941431,1.4139708
4,0.515625,0.5781746031746032,0.515625,0.49973119952802614,1.3482802
5,0.5625,0.5997362012987013,0.5625,0.5503138354700855,0.8981453
6,0.53125,0.49241071428571426,0.53125,0.5038980015082957,1.0932417
7,0.671875,0.6643787202380952,0.671875,0.6588430207455943,1.1265349
8,0.734375,0.7474559294871795,0.734375,0.7364632589632589,0.8026968
9,0.71875,0.7427083333333333,0.71875,0.7133116883116883,0.84145355
10,0.546875,0.5728050595238096,0.546875,0.5376214063714063,0.8425653
11,0.6875,0.7314360119047618,0.6875,0.6836695473644003,0.7779918
12,0.578125,0.5967323908730159,0.578125,0.5600580409174158,0.87491757
13,0.609375,0.716827876984127,0.609375,0.6312585646261634,0.91595507
14,0.65625,0.6787016369047619,0.65625,0.6526204494035377,0.82881105
15,0.765625,0.8097284226190476,0.765625,0.7781685991704373,0.57139367
16,0.671875,0.7293898809523809,0.671875,0.6735170109710551,0.7456492
17,0.65625,0.6796875,0.65625,0.6507733585858585,0.6938971
18,0.6875,0.7410827020202021,0.6875,0.6947430173992674,0.5217821
19,0.640625,0.7236049107142858,0.640625,0.6364747231934731,0.56914824
20,0.734375,0.7491629464285714,0.734375,0.7250701121794871,0.79526424
21,0.796875,0.7960069444444444,0.796875,0.7874644886363636,0.5045165
22,0.703125,0.7551081730769231,0.703125,0.7139691558441559,0.6198323
23,0.5625,0.5849454365079365,0.5625,0.5595865289895862,0.48909056
24,0.65625,0.6980282738095238,0.65625,0.6621257215007215,0.22383715
25,0.671875,0.7226128472222223,0.671875,0.6732171474358974,0.6507238
26,0.703125,0.7121426316738817,0.703125,0.701167062104562,0.33111638
27,0.640625,0.7010416666666667,0.640625,0.6515089995788526,0.40982807
28,0.6875,0.7261160714285715,0.6875,0.6964767688451898,0.262379
29,0.765625,0.7995535714285715,0.765625,0.7584741572067424,0.27116913
30,0.671875,0.7114955357142857,0.671875,0.6738573313940962,0.2528154
31,0.671875,0.6945684523809523,0.671875,0.670982142857143,0.34237263
32,0.65625,0.7306857638888888,0.65625,0.6783482142857143,0.1917732
33,0.609375,0.6286272321428572,0.609375,0.6053103146853146,0.25523034
34,0.75,0.8046874999999999,0.75,0.7614544994479205,0.37295666
35,0.78125,0.7983072916666667,0.78125,0.7832566534772416,0.2813997
36,0.6875,0.7194692460317461,0.6875,0.6875248296433958,0.17854057
37,0.640625,0.7180555555555554,0.640625,0.6607361871874254,0.16896023
38,0.625,0.6612091901154401,0.625,0.6324148986977934,0.14626424
39,0.625,0.6676277281746031,0.625,0.6346948281981176,0.113173924
40,0.71875,0.7939732142857143,0.71875,0.7285383886946387,0.26224518
41,0.671875,0.6969189664502164,0.671875,0.6718637858851674,0.12069952
42,0.671875,0.7431919642857143,0.671875,0.6691930465367965,0.10276409
43,0.6875,0.7058481015512266,0.6875,0.6820370168026417,0.08891387
44,0.703125,0.7638144841269842,0.703125,0.6882401019119769,0.0889007
45,0.796875,0.8120349702380952,0.796875,0.7970085903679653,0.08181789
46,0.625,0.6219494047619047,0.625,0.6137360953996983,0.23712596
47,0.625,0.6649181547619047,0.625,0.6245180269077328,0.066840425
48,0.6875,0.7203559027777777,0.6875,0.6920464951714951,0.028536135
49,0.6875,0.7317708333333334,0.6875,0.6909418706293706,0.08703263
50,0.6875,0.715048363095238,0.6875,0.6878817873303167,0.047718193
51,0.640625,0.6907118055555556,0.640625,0.6488452723746841,0.07829067
52,0.703125,0.720876736111111,0.703125,0.7074264277389277,0.035196714
53,0.625,0.7015687003968254,0.625,0.6449601715686275,0.085961826
54,0.6875,0.7020275297619047,0.6875,0.6870884170976083,0.01055824
55,0.75,0.7832899305555556,0.75,0.745610119047619,0.034049537
56,0.671875,0.7192150297619048,0.671875,0.6697273053152987,0.017411837
57,0.796875,0.8094494047619047,0.796875,0.7985276442307693,0.019534823
58,0.703125,0.7708643353174602,0.703125,0.7014141878342247,0.031142838
59,0.65625,0.6562437996031746,0.65625,0.6425668081918082,0.0057957713
60,0.609375,0.6619047619047619,0.609375,0.6186947243932538,0.012286485
