,acc_test,pre_test,rec_test,f1_test,cross_entropy_loss
0,0.546875,0.5397135416666666,0.546875,0.5367430124223602,1.3126826
1,0.65625,0.7278521825396825,0.65625,0.6646192731900452,0.82093763
2,0.578125,0.624738455988456,0.578125,0.5662388392857143,0.85465974
3,0.59375,0.6440848214285715,0.59375,0.6000992063492063,0.68723714
4,0.625,0.6735677083333332,0.625,0.630995083133241,0.65167695
5,0.6875,0.7142857142857143,0.6875,0.6863181089743591,0.645252
6,0.546875,0.5765438988095238,0.546875,0.540488102905866,0.41909087
7,0.75,0.7429315476190476,0.75,0.734270156926407,0.59213233
8,0.703125,0.7805871212121213,0.703125,0.711123511904762,0.4018578
9,0.71875,0.7341540404040404,0.71875,0.7035263347763349,0.42566293
10,0.625,0.6684771825396826,0.625,0.6312781836219337,0.29068258
11,0.625,0.6735119047619048,0.625,0.6369123931623931,0.35792866
12,0.640625,0.7058035714285714,0.640625,0.6549277111777111,0.30138582
13,0.703125,0.7617187499999999,0.703125,0.7165897088001868,0.22002673
14,0.6875,0.6843377976190476,0.6875,0.679795065588651,0.16375309
15,0.828125,0.8692708333333333,0.828125,0.8316956602390171,0.14891474
16,0.71875,0.7521814123376623,0.71875,0.7235717203548087,0.06516922
17,0.625,0.6208705357142857,0.625,0.6161444914734387,0.09104324
18,0.703125,0.7983878968253968,0.703125,0.7089655136530136,0.15034801
19,0.5625,0.5722842261904761,0.5625,0.5614144536019536,0.20928824
20,0.671875,0.7236810064935064,0.671875,0.6790479052197802,0.09934664
21,0.734375,0.7595012626262626,0.734375,0.7353320290820291,0.08038653
22,0.75,0.7880065247252748,0.75,0.7578722319347317,0.0657161
23,0.671875,0.681640625,0.671875,0.6696282679738562,0.03691662
24,0.75,0.7880580357142857,0.75,0.7582287504162505,0.058233175
25,0.703125,0.7395833333333334,0.703125,0.7091298407474879,0.019960908
26,0.71875,0.7407873376623377,0.71875,0.7133319805194804,0.012955777
27,0.609375,0.648828125,0.609375,0.6144307081807082,0.034390815
28,0.65625,0.7008928571428571,0.65625,0.6535485347985347,0.013381177
29,0.8125,0.828125,0.8125,0.8106972684178566,0.015539691
30,0.734375,0.7751302083333333,0.734375,0.7390985750360751,0.06962331
31,0.5625,0.5843750000000001,0.5625,0.5603816699604743,0.0045287646
32,0.640625,0.7207589285714285,0.640625,0.6495630084784496,0.14701971
33,0.625,0.6944196428571429,0.625,0.6307663690476191,0.0010082396
34,0.71875,0.75390625,0.71875,0.7107729783922218,0.035347037
35,0.734375,0.7616443452380952,0.734375,0.7340707036019536,0.0128667215
36,0.75,0.7737847222222223,0.75,0.7577175656945393,0.011034949
37,0.6875,0.7046130952380952,0.6875,0.6826730355718842,0.016743805
